Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
"BOLT English PropBank and Sense : discussion forum, SMS/chat, and conversational telephone speech","Linguistic dataset related to BOLT English PropBank and Sense : discussion forum, SMS/chat, and conversational telephone speech. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155869683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English SMS/Chat,"Linguistic dataset related to BOLT English SMS/Chat. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155794853408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English translation treebank : Chinese discussion forum,"Linguistic dataset related to BOLT English translation treebank : Chinese discussion forum. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155598123408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English translation treebank : Chinese SMS/Chat,"Linguistic dataset related to BOLT English translation treebank : Chinese SMS/Chat. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163035083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English translation treebank : Egyptian Arabic SMS/Chat,"Linguistic dataset related to BOLT English translation treebank : Egyptian Arabic SMS/Chat. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164936593408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English Treebank : discussion forum,"Linguistic dataset related to BOLT English Treebank : discussion forum. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155833173408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT English Treebank : SMS/Chat,"Linguistic dataset related to BOLT English Treebank : SMS/Chat. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157193513408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
BOLT information retrieval comprehensive training and evaluation,"Linguistic dataset related to BOLT information retrieval comprehensive training and evaluation. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155716483408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Call My Net 1,"Dataset related to Call My Net 1. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171916013408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CALLFRIEND American English-Non-Southern dialect,"Linguistic dataset related to CALLFRIEND American English-Non-Southern dialect. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155780213408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND American English-Southern dialect,"Linguistic dataset related to CALLFRIEND American English-Southern dialect. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155870343408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Canadian French speech corpus,"Linguistic dataset related to CALLFRIEND Canadian French speech corpus. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155779853408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Egyptian Arabic,"Linguistic dataset related to CALLFRIEND Egyptian Arabic. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155751233408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Mandarin Chinese-Mainland dialect,"Linguistic dataset related to CALLFRIEND Mandarin Chinese-Mainland dialect. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155739523408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Mandarin Chinese-Taiwan dialect,"Linguistic dataset related to CALLFRIEND Mandarin Chinese-Taiwan dialect. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155674333408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Russian speech,"Linguistic dataset related to CALLFRIEND Russian speech. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168747743408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLFRIEND Russian text,"Linguistic dataset related to CALLFRIEND Russian text. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168295713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
CALLHOME Japanese,"Linguistic dataset related to CALLHOME Japanese. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=991011276834308651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
