Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Classical Arabic dictionary,Language or annotated text dataset related to Classical Arabic dictionary.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164816993408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"Connecticut Blood Pressure Survey, 1978-79, 1981","Survey dataset related to Connecticut Blood Pressure Survey, 1978-79, 1981.",http://ssrs.yale.edu/data/SSDA/ctbps/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences; Health & Medicine,Survey Data,Hosted by Yale Library,Yale Library
Coordination annotation for the Penn Treebank,Linguistic Data Consortium dataset related to Coordination annotation for the Penn Treebank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155714683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Corpus of contemporary American English (COCA),Language or annotated text dataset related to Corpus of contemporary American English (COCA).,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99160839613408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Corpus of conversational Persian transcripts,Language or annotated text dataset related to Corpus of conversational Persian transcripts.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827543408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Corpus of historical American English (COHA),Language or annotated text dataset related to Corpus of historical American English (COHA).,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99136025833408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
County and state migration data for the United States dataset,Geospatial dataset related to County and state migration data for the United States dataset.,http://ssrs.yale.edu/data/SSDA/IRS/migration/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
CSLU : multilanguage telephone speech version 1.2,Language or annotated text dataset related to CSLU : multilanguage telephone speech version 1.2.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171455833408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
CSR-I (WSJ0) complete,Research dataset covering CSR-I (WSJ0) complete.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155688813408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CSR-I (WSJ0) Sennheiser,Research dataset covering CSR-I (WSJ0) Sennheiser.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99153500593408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
CSR-II (WSJ1) Sennheiser,Research dataset covering CSR-II (WSJ1) Sennheiser.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99153500713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Data set 3910 (DSI-3910) storm data,Research dataset covering Data set 3910 (DSI-3910) storm data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=9986241703408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Energy & Environment,Dataset,Hosted by Yale Library,Yale Library
DEFT Chinese committed belief annotation,Language or annotated text dataset related to DEFT Chinese committed belief annotation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155797053408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
DEFT Chinese light and rich ERE annotation,Language or annotated text dataset related to DEFT Chinese light and rich ERE annotation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155869433408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
DEFT English committed belief annotation / Linguistic Data Consortium,Language or annotated text dataset related to DEFT English committed belief annotation / Linguistic Data Consortium.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155834483408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
DEFT English light and rich ERE annotation,Language or annotated text dataset related to DEFT English light and rich ERE annotation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166571723408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
DEFT narrative text,Research dataset covering DEFT narrative text.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132009353408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
DEFT Spanish committed belief annotation,Language or annotated text dataset related to DEFT Spanish committed belief annotation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827393408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
DEFT Spanish Treebank,Linguistic Data Consortium dataset related to DEFT Spanish Treebank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155787823408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Dialogs re-enacted across languages,Language or annotated text dataset related to Dialogs re-enacted across languages.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175425123408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Diaspora Tibetan speech,Language or annotated text dataset related to Diaspora Tibetan speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175422873408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"Digital archive of Southern speech, NLP version","Language or annotated text dataset related to Digital archive of Southern speech, NLP version.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132010183408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Divided we govern [dataset],Research dataset covering Divided we govern [dataset].,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105822313408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
English speed networking conversational transcripts,Language or annotated text dataset related to English speed networking conversational transcripts.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132010423408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
English web treebank propbank,Linguistic Data Consortium dataset related to English web treebank propbank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135058813408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
ESPADA,Research dataset covering ESPADA.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171642223408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Euratlas georeferenced historical vector data,Geospatial dataset related to Euratlas georeferenced historical vector data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99117294603408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
First DIHARD challenge development : eight sources,Linguistic Data Consortium dataset related to First DIHARD challenge development : eight sources.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155753193408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
First DIHARD challenge evaluation : nine sources,Linguistic Data Consortium dataset related to First DIHARD challenge evaluation : nine sources.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155779253408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
GALE Chinese-English parallel aligned Treebank : training,Linguistic Data Consortium dataset related to GALE Chinese-English parallel aligned Treebank : training.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012573408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
GALE Phase 3 and 4 Arabic web : parallel text,Linguistic Data Consortium dataset related to GALE Phase 3 and 4 Arabic web : parallel text.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132009423408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
